VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JTMABABA7P,Whitman,Uniontown,WA,99113,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,245444454,POINT (-117.12633 46.566005),AVISTA CORP,53075001000
KM8KRDAF0N,King,Seattle,WA,98144,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,208718590,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900
WVGTMPE24N,Thurston,Olympia,WA,98512,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,238939984,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011000
7SAYGDEE4P,King,Sammamish,WA,98029,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,229626974,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211
3FMTK3SU9M,Thurston,Olympia,WA,98513,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,185243005,POINT (-122.817545 46.98876),PUGET SOUND ENERGY INC,53067012420
JTDKN3DP7E,King,Seattle,WA,98199,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,36,3625975,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
5YJYGDEEXM,King,Seattle,WA,98144,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,209037237,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
1G1FY6S02L,King,Seattle,WA,98118,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,37,156712559,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011101
5YJ3E1EA0P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,244082086,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052009
5YJ3E1EB5M,Grays Harbor,Aberdeen,WA,98520,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19,141976068,POINT (-123.8206 46.97789),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000800
7SAYGDEE8P,King,Mercer Island,WA,98040,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,237776185,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602
7SAYGAEE8P,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,235330595,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
5YJ3E1EA8N,King,Issaquah,WA,98029,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,186784720,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
7SAYGAEE7P,King,Auburn,WA,98002,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,230903123,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801
1N4CZ1CV5R,Snohomish,Lynnwood,WA,98087,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,260682355,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061050102
WA1F2AFY7M,Whatcom,Blaine,WA,98230,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,42,171206003,POINT (-122.74499 48.99505),CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY,53073010409
5UXKT0C55J,Pierce,South Hill,WA,98373,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,25,348486148,POINT (-122.2987976 47.13795),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071310
1N4AZ1BV9M,Whatcom,Bellingham,WA,98226,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,157661668,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010600
7SAYGDEE7P,King,Sammamish,WA,98029,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,253155801,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223
7SAYGDEEXN,Clark,Battle Ground,WA,98604,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,204644709,POINT (-122.53218 45.77945),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416
5YJSA1E14G,King,Sammamish,WA,98074,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,224579939,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
1G1RB6S50G,Pierce,Graham,WA,98338,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,2,264161215,POINT (-122.2953401 47.0763961),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073130
5UXTA6C04N,King,Seattle,WA,98119,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,36,213503636,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
7SAYGDEE8P,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,229838731,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
1G1FW6S02P,Benton,Richland,WA,99352,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8,238188653,POINT (-119.2952071 46.272495),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010500
5YJ3E1EB7J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,475293836,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032322
7SAYGAEE2N,King,Kenmore,WA,98028,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,196568403,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102
7SAYGDEE2N,King,Renton,WA,98059,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,190233991,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
5YJSA1E42J,Clark,Camas,WA,98607,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,18,180552746,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400
1N4AZ0CP5F,King,Black Diamond,WA,98010,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,5,226288842,POINT (-122.00451 47.312185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
5YJSA1S26F,Snohomish,Bothell,WA,98012,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,1,218539044,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921
7SAYGAEE2N,King,Sammamish,WA,98074,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,217956273,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
5YJ3E1EB1J,King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,474583259,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
5YJXCBE28H,Kittitas,Cle Elum,WA,98922,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,13,348028369,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975104
7SAYGDEF2N,King,Bellevue,WA,98008,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,230400460,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300
1C4RJXP62R,Spokane,Spokane,WA,99205,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,3,255117425,POINT (-117.42694 47.67946),MODERN ELECTRIC WATER COMPANY,53063002100
1G1FX6S05P,Snohomish,Everett,WA,98204,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,240660199,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041812
5YJYGDEE8M,Clark,Battle Ground,WA,98604,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,252576747,POINT (-122.53218 45.77945),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040407
JTMAB3FV1N,Clark,Vancouver,WA,98682,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,18,216537625,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603
7SAYGDEE1P,King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,257387728,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
5YJ3E1EB8J,Pierce,Tacoma,WA,98422,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,27,475717028,POINT (-122.38578 47.28971),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011
3FMTK4SE6M,Pierce,South Hill,WA,98375,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,186875846,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073128
5YJ3E1EB7N,Grant,Moses Lake,WA,98837,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,204131084,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025010200
5YJXCBE25L,Spokane,Spokane,WA,99204,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,3,104177818,POINT (-117.43167 47.64724),MODERN ELECTRIC WATER COMPANY,53063004100
1G1FY6S05K,San Juan,Eastsound,WA,98245,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40,312673462,POINT (-122.907229 48.7016716),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960102
5UX43EU01R,King,Redmond,WA,98053,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,45,252188338,POINT (-122.0222799 47.6958998),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332
5YJ3E1EC8L,Pierce,Tacoma,WA,98402,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,27,224493111,POINT (-122.44131 47.25207),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061602
JTMAB3FV0P,King,Kirkland,WA,98034,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,1,253664470,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022201
5YJ3E1EA9L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,109963451,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067010600
5YJ3E1EA7N,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,220055916,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500
5YJYGAEE1M,King,Bellevue,WA,98008,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,225895323,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
JM3KKDHA2R,King,Seattle,WA,98118,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,37,240777281,POINT (-122.28339 47.549285),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102
5YJ3E1EB1P,Pierce,Tacoma,WA,98444,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,29,251073567,POINT (-122.43827 47.153995),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,53053071504
5YJ3E1EC3P,King,Sammamish,WA,98075,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,244432702,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211
7SAYGAEE5P,Snohomish,Sultan,WA,98294,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,244486315,POINT (-121.814825 47.868195),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053802
KNDC5DLE7P,Pierce,Tacoma,WA,98405,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27,255478695,POINT (-122.45153 47.251135),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061400
WMW13DJ02N,Pierce,Tacoma,WA,98405,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27,207098083,POINT (-122.45153 47.251135),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061700
W1N9M0KB7P,Snohomish,Bothell,WA,98012,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,257668862,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051934
1G1FY6S02N,Mobile,Mobile,AL,36619,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NA,251282671,POINT (-88.17021 30.591305),NON WASHINGTON STATE ELECTRIC UTILITY,01097006803
1G1RA6S52J,Mason,Shelton,WA,98584,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,35,211851503,POINT (-123.105305 47.211085),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960800
5YJYGDEEXM,Kitsap,Port Orchard,WA,98366,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,232997873,POINT (-122.639265 47.5373),PUGET SOUND ENERGY INC,53035092300
5YJ3E1EA5J,King,Burien,WA,98166,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,349424351,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800
JN1AZ0CP0B,Whatcom,Bellingham,WA,98225,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,42,177684790,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000600
1G1RB6S52H,Pacific,Naselle,WA,98638,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,19,233191220,POINT (-123.8034269 46.3737287),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,53049950400
WA1LAAGE2P,King,Seattle,WA,98105,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,230091697,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005201
1N4BZ0CP0H,Snohomish,Lynnwood,WA,98087,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,21,205792212,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061051804
YV4ED3UR4M,King,Seattle,WA,98144,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,169464746,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900
5YJ3E1EA5J,King,Issaquah,WA,98029,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,189975467,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219
5YJ3E1EB1J,King,Renton,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,475024616,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
1C4JJXR69P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,237704078,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
7SAYGDEEXP,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,230196319,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213
WA1AAAGE1N,Mason,Shelton,WA,98584,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,219245519,POINT (-123.105305 47.211085),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045961000
5YJSA1E29F,King,Bellevue,WA,98004,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,41,101369327,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002
YV4ED3URXM,King,Seattle,WA,98118,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,154071151,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010102
1G1RD6S52G,Clallam,Port Angeles,WA,98362,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,24,224591202,POINT (-123.425565 48.109795),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001400
5YJ3E1EA5K,King,Shoreline,WA,98133,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32,333197651,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000
5YJ3E1EBXL,Island,Langley,WA,98260,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,10,4795598,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029972000
5YJ3E1EB8N,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,219285727,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
7SAYGDEEXP,Whatcom,Everson,WA,98247,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42,259291357,POINT (-122.3582814 48.9098139),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010201
JM3KKDHA8R,Snohomish,Marysville,WA,98270,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,44,244819095,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052707
7SAYGDEE6P,King,Seattle,WA,98118,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,232920901,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010301
WA1VABGE7K,King,Lake Forest Park,WA,98155,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,46,112451139,POINT (-122.3175 47.7578146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021400
7SAXCDE50N,King,Seattle,WA,98118,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,207000090,POINT (-122.28339 47.549285),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102
KM8KRDAF8P,King,Seattle,WA,98106,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,253279218,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800
WAUTPBFF5J,King,Seattle,WA,98107,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,36,219545721,POINT (-122.37815 47.66866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703
